,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,201985,11,15,323.49,627,0.0,0.41600000000000004,AJ Price,28.0,6-2,195.0,26,0.254,1610612754.0,,,,,,,,,,0.9690000000000001,1.037,0.509,,,,,,,0.95,1.2309999999999999,0.245,,,,,,,,,,,,,2014-15,IND
1,201228,25,32,1421.9516666666666,2881,0.07,0.42,C.J. Watson,31.0,6-2,175.0,57,0.22899999999999998,1610612754.0,0.040999999999999995,1.125,0.384,0.506,1.104,0.18,0.775,0.941,0.057999999999999996,0.624,0.789,0.29100000000000004,,,,,,,0.88,1.146,0.233,0.129,0.65,0.034,0.9159999999999999,1.194,0.053,,,,0.787,0.639,0.10400000000000001,2014-15,IND
2,101139,31,39,1841.061666666667,3711,0.139,0.539,CJ Miles,28.0,6-6,231.0,70,0.069,1610612754.0,0.033,1.375,0.8340000000000001,0.578,1.1320000000000001,0.156,0.968,1.13,0.024,0.725,0.8270000000000001,0.084,,,,0.077,0.5379999999999999,0.013000000000000001,0.606,0.993,0.28600000000000003,0.29100000000000004,0.762,0.083,0.655,0.9670000000000001,0.251,,,,0.71,0.593,0.061,2014-15,IND
3,203142,19,31,827.485,1643,0.139,0.539,Chris Copeland,31.0,6-8,235.0,50,0.102,1610612754.0,,,,0.099,0.8290000000000001,0.091,0.055,0.5,0.099,0.527,0.75,0.073,0.946,1.35,0.052000000000000005,0.17600000000000002,0.667,0.133,0.348,0.853,0.248,0.038,0.474,0.05,0.767,1.018,0.149,0.484,1.063,0.042,0.124,0.21100000000000002,0.05,2014-15,IND
4,204014,28,40,1047.395,2107,0.064,0.6459999999999999,Damjan Rudez,29.0,6-10,200.0,68,0.079,1610612754.0,,,,0.7909999999999999,1.25,0.15,,,,0.063,0.429,0.066,0.335,0.9,0.063,,,,0.9670000000000001,1.298,0.379,,,,0.385,0.8240000000000001,0.16,,,,0.141,0.22699999999999998,0.069,2014-15,IND
5,2561,32,34,1895.31,3760,0.245,0.028999999999999998,David West,34.0,6-9,250.0,66,0.19899999999999998,1610612754.0,0.07,1.161,0.475,0.8079999999999999,1.258,0.035,0.10800000000000001,0.55,0.045,,,,0.299,0.877,0.268,0.335,0.7440000000000001,0.23,0.764,1.065,0.14,,,,0.37799999999999995,0.821,0.044000000000000004,0.863,1.271,0.054000000000000006,0.515,0.484,0.10800000000000001,2014-15,IND
6,202388,22,31,1106.74,2184,0.0,0.369,Donald Sloan,27.0,6-3,205.0,53,0.29100000000000004,1610612754.0,,,,0.289,1.0,0.18899999999999997,0.248,0.667,0.105,0.578,0.768,0.36,,,,,,,0.591,0.987,0.16899999999999998,0.611,0.919,0.081,0.978,1.5,0.022000000000000002,,,,0.07400000000000001,0.158,0.042,2014-15,IND
7,201588,26,17,1267.1283333333333,2481,0.105,0.361,George Hill,29.0,6-3,188.0,43,0.304,1610612754.0,0.036000000000000004,1.5419999999999998,0.9640000000000001,0.5579999999999999,1.124,0.134,0.8859999999999999,1.0,0.07400000000000001,0.882,0.922,0.387,,,,0.9740000000000001,1.167,0.036000000000000004,0.965,1.2790000000000001,0.13,0.479,0.8540000000000001,0.07200000000000001,0.8440000000000001,1.082,0.07400000000000001,,,,0.9079999999999999,0.759,0.044000000000000004,2014-15,IND
8,101133,28,33,1145.8516666666667,2245,0.505,0.0,Ian Mahinmi,28.0,6-11,250.0,61,0.045,1610612754.0,0.284,1.112,0.36,0.457,1.083,0.038,,,,,,,0.11800000000000001,0.759,0.09300000000000001,0.738,0.9229999999999999,0.166,,,,,,,,,,0.258,0.938,0.204,0.151,0.23600000000000002,0.17600000000000002,2014-15,IND
9,202730,29,34,1070.0483333333334,2117,0.452,0.0,Lavoy Allen,26.0,6-9,255.0,63,0.107,1610612754.0,0.177,1.203,0.5529999999999999,0.5329999999999999,1.111,0.05,,,,,,,0.032,0.603,0.20199999999999999,0.20600000000000002,0.675,0.11,0.223,0.762,0.174,,,,,,,0.938,1.338,0.188,0.159,0.24100000000000002,0.08,2014-15,IND
