,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,201166,42,30,1557.2716666666668,3233,0.08800000000000001,0.42700000000000005,Aaron Brooks,29.0,6-0,161,72,0.23800000000000002,1610612743.0,,,,0.331,1.032,0.156,0.11800000000000001,0.5539999999999999,0.16,0.86,0.905,0.41700000000000004,,,,,,,0.9670000000000001,1.2890000000000001,0.111,0.36200000000000004,0.8,0.037000000000000005,,,,,,,0.18899999999999997,0.24100000000000002,0.07200000000000001,2013-14,DEN
1,1889,32,26,981.8766666666667,1917,0.087,0.091,Andre Miller,38.0,6-2,200,58,0.307,1610612743.0,,,,0.11,0.846,0.134,0.919,1.043,0.11900000000000001,0.7879999999999999,0.863,0.263,,,,0.934,1.074,0.139,0.6920000000000001,1.036,0.14400000000000002,,,,,,,,,,0.182,0.23800000000000002,0.10800000000000001,2013-14,DEN
2,201576,15,28,527.0033333333333,1119,0.297,0.34700000000000003,Anthony Randolph,24.0,6-11,225,43,0.10400000000000001,1610612743.0,0.05,1.3330000000000002,0.77,0.20800000000000002,0.9309999999999999,0.24100000000000002,0.20199999999999999,0.643,0.057999999999999996,0.057,0.444,0.075,0.075,0.7,0.083,,,,0.643,1.016,0.266,,,,,,,0.373,1.0,0.057999999999999996,0.32,0.33299999999999996,0.087,2013-14,DEN
3,201589,33,35,1161.105,2421,0.34600000000000003,0.156,Darrell Arthur,26.0,6-9,235,68,0.08199999999999999,1610612743.0,0.08900000000000001,0.841,0.045,0.718,1.22,0.083,0.478,0.8,0.02,,,,0.249,0.867,0.27399999999999997,0.028999999999999998,0.409,0.045,0.418,0.897,0.295,,,,0.361,0.818,0.022000000000000002,0.036000000000000004,0.625,0.065,0.149,0.22,0.083,2013-14,DEN
4,203095,35,41,1503.48,3187,0.044000000000000004,0.436,Evan Fournier,21.0,6-6,200,76,0.11900000000000001,1610612743.0,0.034,1.25,0.614,0.225,0.961,0.221,0.09300000000000001,0.509,0.081,0.8370000000000001,0.889,0.18,,,,0.8809999999999999,1.0,0.013999999999999999,0.852,1.125,0.22899999999999998,0.903,1.188,0.046,0.258,0.738,0.09300000000000001,0.043,0.65,0.028999999999999998,0.7140000000000001,0.591,0.063,2013-14,DEN
5,201581,31,38,1859.445,3834,0.245,0.012,JJ Hickson,25.0,6-9,242,69,0.085,1610612743.0,0.15,1.081,0.27699999999999997,0.297,1.0190000000000001,0.114,0.053,0.452,0.034,,,,0.599,1.032,0.24,0.605,0.873,0.183,0.068,0.556,0.059000000000000004,,,,,,,0.344,0.992,0.134,0.213,0.26,0.08,2013-14,DEN
6,201580,1,4,79.49,167,0.636,0.0,JaVale McGee,26.0,7-0,270,5,0.035,1610612743.0,,,,,,,,,,,,,,,,0.040999999999999995,0.429,0.304,,,,,,,,,,,,,,,,2013-14,DEN
7,202686,22,32,776.3783333333333,1551,0.402,0.0,Jan Vesely,24.0,7-0,242,54,0.043,1610612743.0,0.22899999999999998,0.875,0.06,0.995,1.5630000000000002,0.152,,,,,,,0.49700000000000005,1.0,0.18100000000000002,0.115,0.579,0.18100000000000002,,,,,,,,,,0.27,0.9329999999999999,0.14300000000000002,,,,2013-14,DEN
8,202706,31,29,1019.6566666666665,2121,0.156,0.527,Jordan Hamilton,23.0,6-7,220,60,0.084,1610612743.0,,,,0.363,1.054,0.19,0.701,0.893,0.095,0.092,0.5,0.08800000000000001,,,,,,,0.509,0.9440000000000001,0.303,0.575,0.941,0.057999999999999996,0.5920000000000001,0.929,0.095,0.076,0.733,0.051,0.888,0.722,0.061,2013-14,DEN
9,202702,36,44,2178.0733333333333,4528,0.27399999999999997,0.004,Kenneth Faried,24.0,6-8,228,80,0.071,1610612743.0,0.195,1.315,0.7290000000000001,0.6,1.168,0.16399999999999998,0.255,0.684,0.052000000000000005,,,,0.272,0.8759999999999999,0.126,0.765,0.9329999999999999,0.192,0.063,0.542,0.044000000000000004,,,,,,,0.741,1.183,0.14,0.435,0.40700000000000003,0.07400000000000001,2013-14,DEN
