,PLAYER_ID,TEAM_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,SEASON,TEAM_ABBREVIATION
0,201985,1610612754,27,17,568.03,1118,0.045,0.506,AJ Price,25.0,6-2,185,44,0.264,2011-12,IND
1,2563,1610612754,42,23,1051.9533333333334,2031,0.131,0.27399999999999997,Dahntay Jones,31.0,6-6,225,65,0.106,2011-12,IND
2,101122,1610612754,41,21,2062.0866666666666,3993,0.15,0.34299999999999997,Danny Granger,29.0,6-8,228,62,0.091,2011-12,IND
3,201954,1610612754,36,24,1878.0266666666666,3629,0.061,0.18,Darren Collison,24.0,6-0,160,60,0.239,2011-12,IND
4,2561,1610612754,42,24,1924.565,3721,0.18600000000000003,0.013000000000000001,David West,31.0,6-9,240,66,0.12300000000000001,2011-12,IND
5,201588,1610612754,35,15,1274.155,2417,0.122,0.387,George Hill,26.0,6-2,180,50,0.19399999999999998,2011-12,IND
6,201965,1610612754,13,7,106.3,210,0.28600000000000003,0.0,Jeff Ayres,25.0,6-9,240,20,0.063,2011-12,IND
7,1902,1610612754,8,3,140.98666666666668,273,0.111,0.055999999999999994,Jeff Foster,35.0,6-11,250,11,0.051,2011-12,IND
8,201178,1610612754,3,0,16.983333333333334,35,0.0,0.0,Kyrylo Fesenko,25.0,7-1,280,3,0.1,2011-12,IND
9,202362,1610612754,25,17,441.90833333333336,870,0.139,0.24,Lance Stephenson,21.0,6-5,220,42,0.174,2011-12,IND
10,2571,1610612754,30,34,1381.685,2693,0.05,0.267,Leandro Barbosa,29.0,6-3,194,64,0.135,2011-12,IND
11,200811,1610612754,38,22,752.5916666666667,1475,0.667,0.0,Lou Amundson,29.0,6-9,225,60,0.033,2011-12,IND
12,202331,1610612754,42,24,1957.6716666666666,3803,0.154,0.366,Paul George,22.0,6-8,215,66,0.133,2011-12,IND
13,201579,1610612754,41,24,1936.9416666666666,3738,0.504,0.001,Roy Hibbert,25.0,7-2,260,65,0.09300000000000001,2011-12,IND
14,201946,1610612754,42,24,1441.655,2758,0.076,0.002,Tyler Hansbrough,26.0,6-9,250,66,0.038,2011-12,IND
15,201189,1610612761,17,32,812.6583333333333,1535,0.243,0.0,Aaron Gray,27.0,7-0,270,49,0.055,2011-12,TOR
16,101187,1610612761,7,10,460.725,860,0.068,0.43,Alan Anderson,29.0,6-6,220,17,0.1,2011-12,TOR
17,101161,1610612761,22,42,1552.8933333333334,2924,0.38299999999999995,0.015,Amir Johnson,25.0,6-9,210,64,0.085,2011-12,TOR
18,200745,1610612761,13,18,1031.6916666666666,1943,0.161,0.23800000000000002,Andrea Bargnani,26.0,7-0,256,31,0.113,2011-12,TOR
19,1853,1610612761,5,19,209.3233333333333,414,0.14800000000000002,0.321,Anthony Carter,37.0,6-1,190,24,0.29600000000000004,2011-12,TOR
20,202386,1610612761,7,11,369.6516666666666,695,0.083,0.01,Ben Uzoh,24.0,6-3,205,18,0.28,2011-12,TOR
21,201942,1610612761,22,41,2205.6116666666667,4158,0.081,0.102,DeMar DeRozan,22.0,6-7,216,63,0.105,2011-12,TOR
22,202334,1610612761,23,43,1533.8933333333334,2929,0.382,0.003,Ed Davis,23.0,6-10,232,66,0.068,2011-12,TOR
23,201814,1610612761,13,35,713.095,1384,0.052000000000000005,0.306,Gary Forbes,27.0,6-7,220,48,0.14400000000000002,2011-12,TOR
24,2048,1610612761,9,25,373.695,698,0.37,0.0,Jamaal Magloire,34.0,6-11,265,34,0.023,2011-12,TOR
25,201949,1610612761,21,41,1560.6733333333334,2997,0.46399999999999997,0.11599999999999999,James Johnson,25.0,6-9,248,62,0.138,2011-12,TOR
26,201573,1610612761,11,20,704.64,1352,0.061,0.377,Jerryd Bayless,23.0,6-3,208,31,0.305,2011-12,TOR
27,101181,1610612761,18,35,1799.04,3391,0.017,0.33299999999999996,Jose Calderon,30.0,6-3,211,53,0.42700000000000005,2011-12,TOR
28,202458,1610612761,4,2,90.70833333333331,176,0.0,0.5,Justin Dentmon,26.0,5-11,185,6,0.256,2011-12,TOR
29,101132,1610612761,17,32,1057.0633333333333,2029,0.040999999999999995,0.43700000000000006,Linas Kleiza,27.0,6-8,234,49,0.081,2011-12,TOR
30,2446,1610612761,10,24,453.20833333333326,893,0.14300000000000002,0.579,Rasual Butler,33.0,6-7,215,34,0.075,2011-12,TOR
31,202374,1610612761,5,9,122.165,237,0.6,0.0,Solomon Alabi,24.0,7-1,252,14,0.040999999999999995,2011-12,TOR
32,1733,1610612743,36,28,1760.985,3516,0.07200000000000001,0.392,Al Harrington,32.0,6-9,250,64,0.083,2011-12,DEN
33,1889,1610612743,38,28,1808.918333333333,3569,0.049,0.15,Andre Miller,36.0,6-2,200,66,0.365,2011-12,DEN
34,201167,1610612743,36,26,2086.391666666667,4132,0.063,0.316,Arron Afflalo,26.0,6-5,215,62,0.115,2011-12,DEN
35,2365,1610612743,16,16,486.28833333333336,971,0.767,0.0,Chris Andersen,33.0,6-10,228,32,0.019,2011-12,DEN
36,201147,1610612743,35,24,1287.4566666666667,2616,0.12,0.27399999999999997,Corey Brewer,26.0,6-9,188,59,0.10300000000000001,2011-12,DEN
37,201568,1610612743,27,16,1351.1466666666668,2696,0.192,0.39299999999999996,Danilo Gallinari,23.0,6-10,225,43,0.131,2011-12,DEN
38,201580,1610612743,22,39,1534.793333333333,3058,0.597,0.0,JaVale McGee,24.0,7-0,252,61,0.035,2011-12,DEN
39,202706,1610612743,14,12,258.03833333333336,518,0.107,0.423,Jordan Hamilton,21.0,6-7,220,26,0.114,2011-12,DEN
40,202933,1610612743,10,12,179.435,370,0.207,0.355,Julyan Stone,23.0,6-6,200,22,0.257,2011-12,DEN
41,202702,1610612743,27,19,1037.2633333333333,2064,0.395,0.0,Kenneth Faried,22.0,6-8,228,46,0.055,2011-12,DEN
