,PLAYER_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,TEAM_ID,POSS_PCT_cut,PPP_cut,PERCENTILE_cut,PERCENTILE_transition,PPP_transition,POSS_PCT_transition,PERCENTILE_iso,PPP_iso,POSS_PCT_iso,PERCENTILE_ball_handler,PPP_ball_handler,POSS_PCT_ball_handler,PERCENTILE_rollman,PPP_rollman,POSS_PCT_rollman,PERCENTILE_postup,PPP_postup,POSS_PCT_postup,PERCENTILE_spotup,PPP_spotup,POSS_PCT_spotup,PERCENTILE_handoff,PPP_handoff,POSS_PCT_handoff,PERCENTILE_offscreen,PPP_offscreen,POSS_PCT_offscreen,PERCENTILE_putbacks,PPP_putbacks,POSS_PCT_putbacks,PERCENTILE_misc,PPP_misc,POSS_PCT_misc,SEASON,TEAM_ABBREVIATION
0,201985,21,36,1277.9966666666667,2458,0.024,0.484,AJ Price,26.0,6-2,185,57,0.273,1610612764.0,,,,0.6629999999999999,1.19,0.11599999999999999,0.16699999999999998,0.5710000000000001,0.055999999999999994,0.8640000000000001,0.889,0.32299999999999995,,,,,,,0.446,0.8959999999999999,0.327,0.337,0.742,0.062,0.27399999999999997,0.75,0.024,,,,0.20600000000000002,0.24100000000000002,0.057999999999999996,2012-13,WAS
1,203078,21,35,1744.571666666667,3420,0.165,0.344,Bradley Beal,20.0,6-5,207,56,0.136,1610612764.0,0.036000000000000004,1.2329999999999999,0.612,0.858,1.301,0.19699999999999998,0.27699999999999997,0.667,0.057,0.154,0.561,0.165,,,,,,,0.57,0.955,0.23600000000000002,0.389,0.7859999999999999,0.05,0.474,0.8640000000000001,0.183,0.076,0.762,0.025,0.8490000000000001,0.6,0.048,2012-13,WAS
2,201858,8,33,693.8733333333333,1359,0.107,0.579,Cartier Martin,28.0,6-7,220,41,0.049,1610612764.0,,,,0.44299999999999995,1.089,0.152,,,,0.337,0.667,0.061,,,,,,,0.777,1.07,0.434,,,,0.22399999999999998,0.708,0.21899999999999997,,,,0.527,0.385,0.044000000000000004,2012-13,WAS
3,202698,17,40,923.965,1819,0.276,0.149,Chris Singleton,23.0,6-8,230,57,0.065,1610612764.0,0.083,0.885,0.083,0.015,0.613,0.099,0.015,0.235,0.054000000000000006,0.5529999999999999,0.769,0.042,0.21,1.0,0.23,,,,0.308,0.821,0.268,,,,,,,0.78,1.212,0.105,0.10400000000000001,0.179,0.08900000000000001,2012-13,WAS
4,2853,1,11,158.16166666666666,320,0.5,0.0,Earl Barron,31.0,7-0,250,12,0.054000000000000006,1610612764.0,,,,,,,,,,,,,0.042,1.0,0.38799999999999996,,,,,,,,,,,,,,,,,,,2012-13,WAS
5,2731,27,52,2051.951666666667,3990,0.374,0.0,Emeka Okafor,30.0,6-10,255,79,0.077,1610612764.0,0.20600000000000002,1.139,0.43,0.467,1.103,0.045,,,,,,,0.159,1.0,0.21100000000000002,0.562,0.828,0.287,0.223,0.763,0.068,,,,,,,0.433,1.046,0.1,0.322,0.303,0.076,2012-13,WAS
6,202066,24,27,1155.5966666666666,2258,0.177,0.31,Garrett Temple,27.0,6-6,195,51,0.151,1610612764.0,0.03,0.7,0.028999999999999998,0.251,1.0,0.192,0.187,0.588,0.051,0.498,0.745,0.153,,,,,,,0.425,0.883,0.38299999999999995,0.036000000000000004,0.462,0.039,0.14,0.625,0.048,,,,0.21899999999999997,0.25,0.084,2012-13,WAS
7,202686,15,36,601.365,1163,0.27899999999999997,0.009000000000000001,Jan Vesely,23.0,6-11,240,51,0.069,1610612764.0,0.245,0.9740000000000001,0.149,1.0,1.765,0.11,,,,,,,0.037000000000000005,1.0,0.303,0.13699999999999998,0.6,0.065,,,,,,,,,,0.44799999999999995,1.05,0.129,0.042,0.077,0.084,2012-13,WAS
8,2457,11,21,507.44333333333327,994,0.068,0.547,Jannero Pargo,33.0,6-1,185,32,0.233,1610612764.0,,,,,,,,,,,,,,,,,,,0.005,0.182,0.268,,,,,,,,,,,,,2012-13,WAS
9,202322,24,25,1602.125,3197,0.231,0.061,John Wall,22.0,6-4,195,49,0.40700000000000003,1610612764.0,0.017,1.1179999999999999,0.379,0.32299999999999995,1.033,0.265,0.777,0.8959999999999999,0.19,0.638,0.794,0.33399999999999996,,,,,,,0.535,0.9420000000000001,0.10099999999999999,0.10099999999999999,0.5379999999999999,0.013000000000000001,,,,0.145,0.857,0.021,0.7040000000000001,0.469,0.048,2012-13,WAS
