,PLAYER_ID,TEAM_ID,W,L,MIN,POSS,PCT_BLK,PCT_FGA_3PT,PLAYER_NAME,AGE,PLAYER_HEIGHT,PLAYER_WEIGHT,GP,AST_PCT,SEASON,TEAM_ABBREVIATION
168,202322,1610612764,19,50,2606.055,5233,0.10300000000000001,0.11800000000000001,John Wall,20.0,6-4,195,69,0.35700000000000004,2010-11,WAS
169,202348,1610612764,17,25,1026.645,2046,0.024,0.256,Jordan Crawford,22.0,6-4,195,42,0.19699999999999998,2010-11,WAS
170,2572,1610612764,3,15,408.61666666666673,825,0.109,0.179,Josh Howard,31.0,6-7,210,18,0.095,2010-11,WAS
171,202338,1610612764,15,43,634.6283333333333,1296,0.39399999999999996,0.0,Kevin Seraphin,21.0,6-9,275,58,0.025,2010-11,WAS
172,202082,1610612764,7,5,142.73333333333332,288,0.263,0.406,Larry Owens,28.0,6-7,210,12,0.08900000000000001,2010-11,WAS
173,201991,1610612764,3,8,73.33333333333333,144,0.16699999999999998,0.625,Lester Hudson,26.0,6-3,190,11,0.447,2010-11,WAS
174,2230,1610612764,36,37,1548.915,3077,0.079,0.39399999999999996,Maurice Evans,32.0,6-5,220,73,0.046,2010-11,WAS
175,201203,1610612764,5,17,159.11833333333334,323,0.14300000000000002,0.16899999999999998,Mustafa Shakur,26.0,6-4,195,22,0.258,2010-11,WAS
176,201156,1610612764,14,50,2033.77,4075,0.07,0.29,Nick Young,26.0,6-7,210,64,0.066,2010-11,WAS
177,201785,1610612764,8,9,322.405,653,0.0,0.062,Othyus Jeffers,25.0,6-5,210,17,0.08800000000000001,2010-11,WAS
178,1740,1610612764,24,33,1824.505,3571,0.155,0.419,Rashard Lewis,31.0,6-10,230,57,0.08199999999999999,2010-11,WAS
179,202344,1610612764,15,50,1063.0916666666667,2114,0.33299999999999996,0.004,Trevor Booker,23.0,6-8,240,65,0.051,2010-11,WAS
180,201146,1610612764,17,46,1111.835,2200,0.212,0.037000000000000005,Yi Jianlian,23.0,7-0,250,63,0.036000000000000004,2010-11,WAS
181,2738,1610612755,36,31,2468.688333333333,4785,0.151,0.23800000000000002,Andre Iguodala,27.0,6-6,207,67,0.261,2010-11,PHI
182,2804,1610612755,23,31,930.8183333333334,1857,0.172,0.426,Andres Nocioni,31.0,6-7,225,54,0.076,2010-11,PHI
183,1498,1610612755,1,3,35.29666666666667,65,0.0,0.4,Antonio Daniels,36.0,6-4,205,4,0.08,2010-11,PHI
184,202342,1610612755,0,3,32.82666666666667,60,0.0,0.313,Craig Brackins,23.0,6-10,230,3,0.05,2010-11,PHI
185,2443,1610612755,4,6,70.57166666666667,143,0.0,0.0,Darius Songaila,33.0,6-9,248,10,0.044000000000000004,2010-11,PHI
186,1882,1610612755,41,40,2809.133333333333,5415,0.41200000000000003,0.001,Elton Brand,32.0,6-9,254,81,0.07,2010-11,PHI
187,202323,1610612755,40,38,1797.4016666666666,3540,0.098,0.083,Evan Turner,22.0,6-7,205,78,0.13699999999999998,2010-11,PHI
