,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS1,CFID,CFPARAMS
39,2757,Beno Udrih,1610612763,MEM,33.0,44,26,18,0.591,707.6533333333333,28,14,17,68,220,149,126,560,1,7,51,39,457.4,330,258,139,123,317,346,372,335,338,147,137,116,144,419,105,127,332,338,5,"2757,1610612763"
40,202687,Bismack Biyombo,1610612761,TOR,23.0,82,56,26,0.683,1807.8433333333332,62,132,20,282,541,432,389,1440,133,45,225,182,1668.5,1,21,217,69,142,248,72,322,149,309,316,282,311,9,394,460,88,121,5,"202687,1610612761"
41,201933,Blake Griffin,1610612746,LAC,27.0,35,22,13,0.629,1170.2816666666668,104,83,99,350,344,293,265,984,17,12,95,185,1408.8,365,284,98,101,248,161,144,118,108,203,228,201,220,217,160,211,80,158,5,"201933,1610612746"
42,1626246,Boban Marjanovic,1610612759,SAS,27.0,54,47,7,0.87,507.805,54,100,4,178,179,105,160,412,23,13,54,82,637.3,287,53,49,21,350,270,107,415,224,127,107,139,118,165,172,130,224,301,5,"1626246,1610612759"
43,1626171,Bobby Portis,1610612741,CHI,21.0,62,29,33,0.468,1102.08,47,100,48,234,363,301,313,1016,22,23,100,66,1005.4,235,215,291,273,256,287,107,218,186,216,233,234,223,173,258,218,255,225,5,"1626171,1610612741"
44,202711,Bojan Bogdanovic,1610612751,BKN,27.0,79,21,58,0.266,2114.6283333333336,138,77,163,302,851,515,703,2194,5,74,119,114,1328.5,63,293,463,410,93,94,151,47,137,438,359,441,432,348,453,268,167,176,5,"202711,1610612751"
45,2564,Boris Diaw,1610612759,SAS,34.0,76,64,12,0.842,1385.53,61,42,19,318,427,311,317,1260,21,16,102,89,1072.6,109,7,88,24,210,250,260,327,129,247,241,237,274,179,205,228,207,212,5,"2564,1610612759"
46,203078,Bradley Beal,1610612764,WAS,23.0,55,28,27,0.509,1708.245,138,72,156,346,580,410,457,1470,11,27,117,137,1509.6,280,237,229,216,155,94,164,52,112,327,296,323,317,273,290,263,138,144,5,"203078,1610612764"
47,201148,Brandan Wright,1610612763,MEM,28.0,12,6,6,0.5,212.12333333333333,6,15,6,62,86,61,61,178,15,1,21,25,193.6,431,416,39,224,408,422,369,396,346,78,71,70,69,237,27,68,372,397,5,"201148,1610612763"
48,1626183,Branden Dawson,1610612746,LAC,23.0,6,5,1,0.833,28.865,0,0,3,4,14,12,22,42,1,2,2,1,12.8,456,426,7,25,461,457,453,423,450,20,24,35,26,419,34,9,458,465,5,"1626183,1610612746"
49,101138,Brandon Bass,1610612747,LAL,31.0,66,16,50,0.242,1342.4116666666666,82,83,65,298,433,385,406,1358,55,35,125,115,1148.0,207,339,440,418,216,205,144,189,140,249,285,295,293,57,347,284,165,199,5,"101138,1610612747"
50,201943,Brandon Jennings,1610612753,ORL,26.0,48,20,28,0.417,867.505,42,19,51,76,269,185,222,760,7,8,57,65,753.2,314,303,238,315,290,299,347,211,331,171,160,177,183,322,113,135,259,276,5,"201943,1610612753"
51,202688,Brandon Knight,1610612756,PHX,24.0,52,16,36,0.308,1870.3866666666668,187,56,171,330,767,495,664,1698,20,34,124,204,1720.9,299,339,331,397,132,46,210,43,120,407,347,430,352,186,342,277,65,108,5,"202688,1610612756"
52,201575,Brandon Rush,1610612744,GSW,30.0,72,63,9,0.875,1054.7416666666666,45,22,72,68,400,353,347,1046,23,9,57,18,703.7,157,10,71,20,266,293,335,173,338,238,262,258,235,165,131,135,392,289,5,"201575,1610612744"
53,203148,Brian Roberts,1610612757,POR,30.0,51,26,25,0.51,470.14666666666665,31,28,23,54,138,103,120,368,2,7,35,49,348.2,306,258,201,215,359,334,313,312,356,106,106,109,108,395,105,99,298,360,5,"203148,1610612757"
54,1627362,Briante Weber,1610612748,MIA,23.0,7,3,4,0.429,168.655,5,4,4,14,62,41,63,156,3,2,12,8,119.5,451,441,27,299,418,427,429,415,425,63,57,72,63,379,34,50,421,417,5,"1627362,1610612748"
55,201572,Brook Lopez,1610612751,BKN,28.0,73,21,52,0.288,2456.548333333333,153,246,35,890,905,574,731,2300,124,61,215,333,2778.6,144,293,446,405,42,69,7,260,3,451,389,450,443,13,434,453,21,28,5,"201572,1610612751"
56,203998,Bruno Caboclo,1610612761,TOR,20.0,6,6,0,1.0,42.68333333333333,3,0,0,0,13,13,11,44,1,2,2,0,11.9,456,416,1,1,453,440,453,449,467,17,28,23,27,419,34,9,465,466,5,"203998,1610612761"
57,203955,Bryce Cotton,1610612763,MEM,23.0,8,1,7,0.125,38.75833333333333,0,0,0,2,19,17,10,46,0,0,2,0,16.5,443,459,49,457,458,457,453,449,461,28,35,20,28,444,1,9,465,459,5,"203955,1610612763"
58,1626214,Bryce Dejean-Jones,1610612740,NOP,23.0,14,8,6,0.571,278.5566666666667,6,8,13,20,74,50,65,272,2,6,17,18,184.1,427,402,39,153,395,422,401,351,408,74,64,74,85,395,95,58,392,400,5,"1626214,1610612740"
59,201228,C.J. Watson,1610612753,ORL,32.0,33,14,19,0.424,655.7033333333334,32,4,27,36,221,171,163,656,5,3,49,40,400.2,372,352,149,305,327,332,429,295,383,149,150,141,166,348,53,123,330,353,5,"201228,1610612753"
60,203912,C.J. Wilcox,1610612746,LAC,25.0,23,15,8,0.652,166.81833333333333,12,4,11,16,49,57,53,154,2,2,15,13,133.4,404,347,62,89,419,389,429,357,419,54,69,66,61,395,34,52,412,413,5,"203912,1610612746"
61,203468,CJ McCollum,1610612757,POR,24.0,80,44,36,0.55,2779.7616666666668,248,121,173,476,916,689,640,2338,23,91,187,206,2652.3,44,72,331,168,15,18,84,41,59,458,442,414,448,165,469,422,62,30,5,"203468,1610612757"
62,101139,CJ Miles,1610612754,IND,29.0,64,34,30,0.531,1463.6066666666666,138,65,121,162,514,419,385,1306,29,28,142,106,1233.5,227,165,258,190,197,94,188,86,240,292,307,279,281,131,300,324,181,189,5,"101139,1610612754"
63,203946,Cameron Bairstow,1610612765,DET,25.0,18,4,14,0.222,102.6,10,2,2,14,35,27,37,60,3,5,19,6,87.6,417,434,104,426,431,401,445,432,425,38,43,48,35,379,82,63,429,427,5,"203946,1610612765"
64,1626166,Cameron Payne,1610612760,OKC,21.0,57,44,13,0.772,697.6133333333333,38,16,30,88,260,199,219,636,6,11,80,28,629.0,272,72,98,42,322,312,363,283,316,168,169,173,161,340,150,183,363,305,5,"1626166,1610612760"
65,201171,Carl Landry,1610612755,PHI,32.0,36,5,31,0.139,569.39,35,69,10,158,207,177,185,574,9,16,69,61,615.2,360,426,265,451,342,324,172,363,244,142,156,152,147,303,205,159,273,309,5,"201171,1610612755"
66,2546,Carmelo Anthony,1610612752,NYK,32.0,72,32,40,0.444,2529.8,146,194,75,386,802,663,694,2262,38,76,180,317,2812.7,157,183,378,286,37,79,19,163,89,422,435,438,439,101,455,407,24,27,5,"2546,1610612752"
67,2406,Caron Butler,1610612758,SAC,36.0,17,2,15,0.118,175.66833333333332,0,8,6,6,71,49,55,162,1,0,19,9,131.4,419,449,114,461,416,457,401,396,446,71,61,67,64,419,1,63,420,414,5,"2406,1610612758"
68,202718,Chandler Parsons,1610612742,DAL,27.0,61,29,32,0.475,1799.39,132,71,146,354,537,489,605,1582,21,42,114,131,1538.5,241,215,282,266,144,107,166,57,104,305,342,392,330,179,383,253,149,138,5,"202718,1610612742"
69,101112,Channing Frye,1610612739,CLE,33.0,70,35,35,0.5,1199.4066666666668,73,53,10,76,386,267,292,956,28,6,127,64,940.3,177,157,322,224,241,218,218,363,331,221,211,220,213,139,95,289,264,240,5,"101112,1610612739"
70,101111,Charlie Villanueva,1610612742,DAL,31.0,62,29,33,0.468,665.0366666666666,40,33,31,134,191,158,220,596,15,12,71,16,605.4,235,215,291,273,325,306,300,280,269,134,143,175,152,237,160,166,404,311,5,"101111,1610612742"
71,201978,Chase Budinger,1610612756,PHX,28.0,66,29,37,0.439,929.7166666666667,52,59,65,138,330,261,260,880,10,12,62,47,629.0,207,215,343,292,280,278,207,189,265,196,205,198,202,286,160,144,304,305,5,"201978,1610612756"
72,2365,Chris Andersen,1610612763,MEM,37.0,27,11,16,0.407,402.5316666666667,16,26,14,62,117,111,116,336,13,6,29,35,315.6,393,377,126,329,370,379,325,348,346,96,111,104,101,252,95,85,341,366,5,"2365,1610612763"
73,2547,Chris Bosh,1610612748,MIA,32.0,53,29,24,0.547,1777.9183333333333,132,100,32,296,557,479,355,1422,34,32,101,205,1802.0,291,215,185,171,146,107,107,270,142,316,339,264,307,115,326,226,64,98,5,"2547,1610612748"
74,203142,Chris Copeland,1610612749,MIL,32.0,24,10,14,0.417,155.93,7,7,2,14,67,44,38,134,0,2,17,7,78.5,402,384,104,315,423,416,407,432,425,67,58,49,55,444,34,58,425,432,5,"203142,1610612749"
75,203187,Chris Johnson,1610612762,UTA,26.0,70,38,32,0.543,856.855,46,29,37,68,277,212,180,674,20,14,100,29,546.9,177,130,282,177,296,290,312,252,338,179,174,149,169,186,183,218,361,321,5,"203187,1610612762"
76,2549,Chris Kaman,1610612757,POR,34.0,16,11,5,0.688,111.76666666666667,5,8,0,20,43,23,24,80,1,2,15,3,87.3,424,377,31,61,429,427,401,449,408,50,40,38,46,419,34,52,444,428,5,"2549,1610612757"
77,1626191,Chris McCullough,1610612751,BKN,21.0,24,7,17,0.292,362.385,27,24,12,40,163,118,115,406,12,9,39,17,312.1,402,410,130,403,382,350,329,353,377,117,114,103,117,265,131,103,399,369,5,"1626191,1610612751"
78,101108,Chris Paul,1610612746,LAC,31.0,74,50,24,0.676,2420.2383333333332,263,102,164,366,661,597,562,2002,13,29,185,295,3226.0,135,42,185,73,47,15,103,44,99,361,396,366,401,252,306,419,28,12,5,"101108,1610612746"
79,1626174,Christian Wood,1610612755,PHI,20.0,17,0,17,0.0,144.79833333333335,20,11,7,32,51,64,60,148,7,10,11,20,145.1,419,469,130,469,426,367,390,393,393,57,75,69,58,322,138,45,387,411,5,"1626174,1610612755"
80,101236,Chuck Hayes,1610612746,LAC,33.0,2,1,1,0.5,23.833333333333332,0,0,0,2,13,10,9,30,0,0,6,1,13.6,469,459,7,224,464,457,453,449,461,17,22,15,18,444,1,33,458,464,5,"101236,1610612746"
81,203921,Cleanthony Early,1610612752,NYK,25.0,17,6,11,0.353,153.82333333333332,2,4,10,12,42,38,38,126,3,4,16,4,77.2,419,416,81,381,424,446,429,363,433,48,55,49,53,379,70,56,441,433,5,"203921,1610612752"
82,1626146,Cliff Alexander,1610612757,POR,20.0,8,3,5,0.375,35.958333333333336,2,4,0,8,10,12,8,24,2,1,1,0,25.2,443,441,31,362,459,446,429,449,440,11,24,13,13,395,27,3,465,455,5,"1626146,1610612757"
83,203991,Clint Capela,1610612745,HOU,22.0,77,39,38,0.506,1470.71,90,169,53,460,575,426,416,1316,92,46,190,148,1598.3,98,123,353,222,195,187,37,206,64,322,313,299,284,25,397,427,130,130,5,"203991,1610612745"
84,203469,Cody Zeller,1610612766,CHA,23.0,73,42,31,0.575,1773.7316666666666,106,115,74,422,528,410,439,1416,63,60,204,184,1582.5,144,90,265,150,147,157,93,168,74,300,296,311,306,49,431,442,82,134,5,"203469,1610612766"
85,202332,Cole Aldrich,1610612746,LAC,27.0,60,41,19,0.683,799.6366666666667,48,61,6,264,264,261,209,696,68,18,139,74,1029.6,253,96,149,69,304,286,200,396,163,169,205,163,177,44,219,315,239,220,5,"202332,1610612746"
86,201147,Corey Brewer,1610612745,HOU,30.0,82,41,41,0.5,1668.8833333333334,127,48,200,276,688,541,482,1520,19,27,168,138,1223.3,1,96,391,224,163,115,238,29,153,375,372,337,324,195,290,385,136,191,5,"201147,1610612745"
87,203928,Cory Jefferson,1610612756,PHX,25.0,8,2,6,0.25,50.06333333333333,0,6,2,16,21,12,25,52,1,3,8,4,44.2,443,449,39,413,447,457,412,432,419,33,24,40,31,419,53,38,441,447,5,"203928,1610612756"
88,202709,Cory Joseph,1610612761,TOR,24.0,80,54,26,0.675,2046.4016666666666,118,35,77,330,533,495,440,1630,20,46,131,160,1451.0,44,25,217,76,107,135,293,160,120,303,347,314,338,186,397,294,111,151,5,"202709,1610612761"
89,1626262,Coty Clarke,1610612738,BOS,23.0,3,0,3,0.0,5.801666666666667,0,0,0,0,2,0,2,6,0,0,0,0,6.2,466,469,20,469,476,457,453,449,467,2,1,4,3,444,1,1,465,473,5,"1626262,1610612738"
90,201584,Courtney Lee,1610612766,CHA,30.0,79,49,30,0.62,2334.4733333333334,145,41,126,220,682,565,715,1988,28,27,134,74,1478.0,63,46,258,106,62,82,262,76,193,370,384,446,399,139,290,304,239,147,5,"201584,1610612766"
91,1626245,Cristiano Felicio,1610612741,CHI,23.0,31,14,17,0.452,320.7033333333333,24,20,10,60,108,75,86,258,13,5,31,22,310.4,376,352,130,280,385,356,343,363,348,86,86,87,82,252,82,93,377,370,5,"1626245,1610612741"
92,1626156,D'Angelo Russell,1610612747,LAL,20.0,80,17,63,0.213,2259.08,130,92,159,354,824,669,872,2286,13,50,142,174,1903.8,44,325,469,430,74,111,127,51,104,432,437,472,442,252,408,324,96,81,5,"1626156,1610612747"
93,201571,D.J. Augustin,1610612743,DEN,28.0,62,35,27,0.565,1177.6233333333332,68,35,68,124,446,332,340,1130,4,32,85,135,920.0,235,157,229,159,245,229,293,183,279,261,253,254,252,368,326,192,143,245,5,"201571,1610612743"
94,2563,Dahntay Jones,1610612739,CLE,35.0,1,0,1,0.0,42.35,2,4,0,4,14,15,7,24,2,2,6,1,31.0,474,469,7,469,454,446,429,449,450,20,32,10,13,395,34,33,458,451,5,"2563,1610612739"
95,203081,Damian Lillard,1610612757,POR,25.0,75,40,35,0.533,2675.7616666666668,207,155,151,532,915,692,644,2440,28,93,165,383,3046.4,126,108,322,186,21,35,55,55,43,456,445,420,461,139,470,377,13,16,5,"203081,1610612757"
96,203996,Damien Inglis,1610612749,MIL,21.0,20,5,15,0.25,156.35166666666666,12,5,10,18,68,37,22,154,3,3,11,7,104.2,411,426,114,413,421,389,423,363,413,69,51,35,61,379,53,45,425,422,5,"203996,1610612749"
97,204014,Damjan Rudez,1610612750,MIN,30.0,33,9,24,0.273,277.285,13,13,6,16,121,67,82,252,1,4,33,6,114.5,372,394,185,408,396,385,380,396,419,98,77,86,81,419,70,95,429,419,5,"204014,1610612750"
98,201568,Danilo Gallinari,1610612743,DEN,27.0,53,22,31,0.415,1838.7066666666667,138,125,119,252,623,438,499,1656,19,49,87,334,1681.7,291,284,265,318,137,94,78,91,173,345,318,346,344,195,406,196,20,119,5,"201568,1610612743"
99,201980,Danny Green,1610612759,SAS,29.0,79,65,14,0.823,2061.525,107,73,122,136,528,444,479,1638,64,21,141,63,1501.1,63,6,104,29,104,155,163,83,266,300,322,335,342,48,246,320,268,145,5,"201980,1610612759"
100,201967,Dante Cunningham,1610612740,NOP,29.0,80,28,52,0.35,1970.9483333333333,85,39,93,194,621,389,437,1796,33,24,173,63,1066.7,44,237,446,385,120,196,268,129,210,343,290,310,368,119,265,393,268,213,5,"201967,1610612740"
101,201589,Darrell Arthur,1610612743,DEN,28.0,70,26,44,0.371,1515.9916666666666,73,81,45,152,540,416,431,1248,48,21,185,52,1259.6,177,258,413,364,189,218,148,225,249,308,303,309,273,74,246,419,293,185,5,"201589,1610612743"
102,201954,Darren Collison,1610612758,SAC,28.0,74,29,45,0.392,2218.846666666667,240,56,298,370,755,629,632,2006,4,59,142,168,1827.8,135,215,419,345,84,22,210,10,94,403,419,409,402,368,427,324,102,93,5,"201954,1610612758"
103,1626199,Darrun Hilliard,1610612765,DET,23.0,38,17,21,0.447,383.01666666666665,31,14,8,38,112,99,74,310,1,4,28,29,257.5,351,325,163,283,376,334,372,384,381,89,102,81,97,419,70,81,361,381,5,"1626199,1610612765"
104,101135,David Lee,1610612742,DAL,33.0,55,27,28,0.491,902.93,64,86,36,324,336,247,261,766,28,42,114,73,1003.0,280,247,238,251,285,240,135,255,126,200,194,199,186,139,383,253,246,226,5,"101135,1610612742"
105,2561,David West,1610612759,SAS,35.0,78,63,15,0.808,1404.2283333333332,74,85,18,270,387,315,338,1160,55,27,142,96,1368.3,81,10,114,36,208,216,138,331,159,223,243,250,259,57,290,324,193,164,5,"2561,1610612759"
106,201599,DeAndre Jordan,1610612746,LAC,27.0,77,51,26,0.662,2597.681666666667,134,198,87,712,721,691,640,2162,177,20,207,465,2962.8,98,38,217,82,29,103,17,137,15,387,444,414,426,2,232,446,3,19,5,"201599,1610612746"
107,201971,DeJuan Blair,1610612764,WAS,27.0,29,12,17,0.414,218.07,10,7,10,42,62,49,50,208,2,4,53,20,160.9,385,369,130,321,407,401,407,363,372,63,61,63,76,395,70,128,387,407,5,"201971,1610612764"
